,age,sibsp,parch,fare,first_class?,sex_male,embarked_C,embarked_Q,SCORE
635,28.0,0,0,13.0,0,0,0,0,0.0868993332558239
638,41.0,0,5,39.6875,0,0,0,0,0.13344834360613098
651,18.0,0,1,23.0,0,0,0,0,0.08365362079117947
655,24.0,2,0,73.5,0,1,0,0,0.9272527016357157
661,40.0,0,0,7.225,0,1,1,0,0.1659550367176946
663,36.0,0,0,7.4958,0,1,0,0,0.06924036203253833
665,32.0,2,0,73.5,0,1,0,0,0.9561919166621375
666,25.0,0,0,13.0,0,1,0,0,0.0758122459892412
668,43.0,0,0,8.05,0,1,0,0,0.11471730757348526
670,40.0,1,1,39.0,0,0,0,0,0.3714898934867808
672,70.0,0,0,10.5,0,1,0,0,0.5361188628650535
673,31.0,0,0,13.0,0,1,0,0,0.10936673533799618
684,60.0,1,1,39.0,0,1,0,0,0.7051802858622062
685,25.0,1,2,41.5792,0,1,1,0,0.22734688787892146
695,52.0,0,0,13.5,0,1,0,0,0.35225190591578665
696,44.0,0,0,8.05,0,1,0,0,0.1217247308328863
699,42.0,0,0,7.65,0,1,0,0,0.10233654173837457
705,39.0,0,0,26.0,0,1,0,0,0.6031091906798666
706,45.0,0,0,13.5,0,0,0,0,0.24361192355132108
714,52.0,0,0,13.0,0,1,0,0,0.33509660501386745
720,6.0,0,1,33.0,0,0,0,0,0.15719917701363265
722,34.0,0,0,13.0,0,1,0,0,0.1306173574717058
723,50.0,0,0,13.0,0,1,0,0,0.3058274771908388
728,25.0,1,0,26.0,0,1,0,0,0.07119852428947977
731,11.0,0,0,18.7875,0,1,1,0,0.1411929806225616
735,28.5,0,0,16.1,0,1,0,0,0.14261937735541785
736,48.0,1,3,34.375,0,0,0,0,0.07779316725258678
747,30.0,0,0,13.0,0,0,0,0,0.0981793911522823
752,33.0,0,0,9.5,0,1,0,0,0.07619377685302572
754,48.0,1,2,65.0,0,0,0,0,0.9559342591647011
761,41.0,0,0,7.125,0,1,0,0,0.08959111915131487
771,48.0,0,0,7.8542,0,1,0,0,0.14969019457385838
772,57.0,0,0,10.5,0,0,0,0,0.31377601551748313
791,16.0,0,0,26.0,0,1,0,0,0.24452253250875164
795,39.0,0,0,13.0,0,1,0,0,0.17374423947722614
798,30.0,0,0,7.2292,0,1,1,0,0.09226280099898997
800,34.0,0,0,13.0,0,1,0,0,0.1306173574717058
808,39.0,0,0,13.0,0,1,0,0,0.17374423947722614
811,39.0,0,0,24.15,0,1,0,0,0.5341932978725062
812,35.0,0,0,10.5,0,1,0,0,0.0989798880830437
817,31.0,1,1,37.0042,0,1,1,0,0.3485636209586937
818,43.0,0,0,6.45,0,1,0,0,0.09221771133924626
827,1.0,0,2,37.0042,0,1,1,0,0.1842875267437057
838,32.0,0,0,56.4958,0,1,0,0,0.9899218152241653
840,20.0,0,0,7.925,0,1,0,0,0.02636670859155431
843,34.5,0,0,6.4375,0,1,1,0,0.1086905139805822
845,42.0,0,0,7.55,0,1,0,0,0.10094740163222143
847,35.0,0,0,7.8958,0,1,1,0,0.13602450344682254
848,28.0,0,1,33.0,0,1,0,0,0.4633606392116439
851,74.0,0,0,7.775,0,1,0,0,0.4997780496358781
854,44.0,1,0,26.0,0,0,0,0,0.20684459213272435
864,24.0,0,0,13.0,0,1,0,0,0.07123353276098741
865,42.0,0,0,13.0,0,0,0,0,0.1961141497279967
873,47.0,0,0,9.0,0,1,0,0,0.16383656073581163
874,28.0,1,0,24.0,0,0,1,0,0.12259938406078717
880,25.0,0,1,26.0,0,0,0,0,0.18745437964589526
886,27.0,0,0,13.0,0,1,0,0,0.08578834715047262
